marca,modelo,ano,km,preco_numerico,consumo_urbano_km_l,consumo_estrada_km_l,custo_manutencao_anual,confiabilidade,tipo_veiculo_classificado,segmento,codigoFipe,mesReferencia,anoReferencia
Audi,A4 2.0 Avant TFSI 183/180cv Multitroni,2022,24372,134433.0,12.7,16.3,7893,6.7,Hatchback,Luxo,008133-7,10,2013
Audi,A4 2.0 Avant TFSI 200/214cv Multitron.,2011,214776,121866.0,11.6,15.5,7594,6.3,Hatchback,Luxo,008121-3,11,2013
Audi,A4 2.0 Avant TFSI 200/214cv Multitron.,2022,25539,195479.0,11.7,15.1,6312,7.4,Hatchback,Luxo,008121-3,4,2008
Audi,A4 2.4 30V Avant Mec.,2001,411568,22646.0,13.6,14.8,6326,7.5,Hatchback,Luxo,008020-9,3,2021
Audi,A4 2.4 30V Avant Tip./Multitronic,2003,263867,48516.0,11.5,13.6,5746,7.3,Hatchback,Luxo,008021-7,3,2011
Audi,A4 2.4 30V Mec.,2001,349503,19527.0,12.5,14.0,7149,6.3,Hatchback,Luxo,008018-7,12,2020
Audi,A4 2.4 30V Tip./Multitronic,2003,308915,83054.0,13.2,13.9,6200,6.3,Hatchback,Luxo,008019-5,5,2008
Audi,A4 2.4 30V Tip./Multitronic,2004,281654,38363.0,11.5,14.7,7174,7.8,Hatchback,Luxo,008019-5,1,2017
Audi,A4 2.4 Avant V6 30V Quattro Mec.,2001,357981,49029.0,12.9,16.8,7267,7.9,Hatchback,Luxo,008081-0,1,2010
Audi,A4 2.4 Avant V6 30V Quattro Tiptronic,2001,334949,25113.0,11.2,16.9,7804,7.5,Hatchback,Luxo,008082-9,11,2019
Audi,A4 2.4 V6 30V Quattro Mec.,2001,348766,42432.0,14.0,16.5,5702,6.7,Hatchback,Luxo,008083-7,6,2009
Audi,A4 2.4 V6 30V Quattro Tiptronic,2001,394911,31570.0,11.6,15.6,7870,7.2,Hatchback,Luxo,008084-5,3,2015
Audi,A4 2.8,1997,483139,18565.0,11.2,16.1,5800,7.0,Hatchback,Luxo,008011-0,7,2012
Audi,A4 2.8 30V  Tiptronic/ Aut.,2001,302677,23161.0,11.9,15.5,6762,7.9,Hatchback,Luxo,008023-3,6,2021
Audi,A4 2.8 30V Mec.,2001,292771,26487.0,12.8,14.6,7739,7.0,Hatchback,Luxo,008022-5,3,2013
Audi,A4 2.8 Avant V6 12V,1997,427935,19971.0,11.8,14.1,6033,7.5,Hatchback,Luxo,008036-5,1,2013
Audi,A4 2.8 Avant V6 30V Mec.,2001,332093,43192.0,13.0,13.7,5649,6.6,Hatchback,Luxo,008037-3,5,2009
Audi,A4 2.8 Avant V6 30V Quattro Mec.,2001,349017,58669.0,12.0,13.5,5114,6.2,Hatchback,Luxo,008087-0,12,2008
Audi,A4 2.8 Avant V6 30V Quattro Tiptronic,2001,309941,40377.0,13.7,14.8,5852,7.3,Hatchback,Luxo,008088-8,7,2013
Audi,A4 2.8 Avant V6 30V Tiptronic,2001,368859,29355.0,11.2,14.2,6908,7.4,Hatchback,Luxo,008055-1,11,2014
Audi,A4 2.8 V6 30V  Quattro Tiptronic,2001,394076,25222.0,12.6,14.5,5068,6.4,Hatchback,Luxo,008085-3,12,2021
Audi,A4 2.8 V6 30V Quattro Mec.,2001,286625,37872.0,11.4,13.8,5585,7.1,Hatchback,Luxo,008086-1,7,2011
Audi,A4 3.0 30V 218cv Multitronic 4p,2006,300897,49812.0,12.2,15.8,6228,6.4,Hatchback,Luxo,008102-7,3,2017
Audi,A4 3.0 30V 218cv Multitronic 4p,2022,33543,204755.0,11.3,14.6,7131,6.1,Hatchback,Luxo,008102-7,3,2008
Audi,A4 3.0 30V 218cv Quattro Tiptron./Aut 4p,2003,326728,44929.0,11.0,13.8,7720,7.9,Hatchback,Luxo,008109-4,2,2015
Audi,A4 3.0 Avant 30V 218cv Multitronic 5p,2006,261633,78215.0,11.6,15.4,7877,7.3,Hatchback,Luxo,008107-8,11,2011
Audi,A4 3.0 Avant 30V 218cv Multitronic 5p,2022,29357,210255.0,11.4,15.8,6223,7.7,Hatchback,Luxo,008107-8,10,2008
Audi,A4 3.0 Avant 30V 218cv Quattro Tiptronic,2003,355608,54962.0,13.4,14.8,7650,7.5,Hatchback,Luxo,008110-8,11,2017
Audi,A4 3.0 Cabriolet 30V 218cv Multitronic,2004,342466,88064.0,11.6,16.0,7025,6.7,Hatchback,Luxo,008108-6,8,2020
Audi,A4 3.2 FSI 24V 255cv Multitronic,2008,287967,107242.0,12.6,15.0,6746,7.6,Hatchback,Luxo,008123-0,8,2014
Audi,A4 3.2 FSI 24V 255cv Multitronic,2022,30979,225155.0,11.8,13.9,5985,7.7,Hatchback,Luxo,008123-0,4,2009
Audi,A4 3.2 FSI 24V 269cv Quattro Tiptronic,2012,154972,191810.0,12.9,15.8,5961,7.9,Hatchback,Luxo,008130-2,5,2014
Audi,A4 3.2 FSI 24V 269cv Quattro Tiptronic,2022,24410,241821.0,13.0,14.9,5373,6.3,Hatchback,Luxo,008130-2,5,2013
Audi,A4 3.2 FSI Avant 24V 255cv Multitronic,2008,217755,77898.0,12.4,15.4,5431,6.4,Hatchback,Luxo,008124-8,9,2016
Audi,A4 3.2 FSI Avant 24V 255cv Multitronic,2022,29757,226025.0,14.0,16.7,6330,7.2,Hatchback,Luxo,008124-8,10,2009
Audi,A4 3.2 FSI Avant 24V Quattro S Tronic,2012,194468,214384.0,11.9,15.3,7307,6.3,Hatchback,Luxo,008135-3,5,2014
Audi,A4 3.2 FSI Avant 24V Quattro S Tronic,2022,26277,247657.0,11.2,13.8,6789,6.5,Hatchback,Luxo,008135-3,4,2011
Audi,A4 3.2 FSI Cabriolet 24V 255cv Multitron,2007,270812,124892.0,12.5,13.7,5659,6.2,Hatchback,Luxo,008125-6,5,2013
Audi,A4 3.2 FSI Cabriolet 24V 255cv Multitron,2022,35221,303774.0,11.6,16.8,6759,6.4,Hatchback,Luxo,008125-6,4,2009
Audi,A4 Ambiente 2.0 TFSI 190cv S tronic,2018,97875,136945.0,13.6,14.8,6770,6.2,Hatchback,Luxo,008209-0,1,2021
Audi,A4 Ambiente 2.0 TFSI 190cv S tronic,2022,30143,187807.0,11.4,16.0,5260,6.1,Hatchback,Luxo,008209-0,7,2017
Audi,A4 Ambition 2.0 TFSI Quattro S tronic,2018,73277,195009.0,12.0,15.5,7781,6.6,Hatchback,Luxo,008212-0,1,2020
Audi,A4 Ambition 2.0 TFSI Quattro S tronic,2022,24707,250101.0,12.4,16.3,5086,7.6,Hatchback,Luxo,008212-0,12,2018
Audi,A4 Attraction 2.0 TFSI 190cv S tronic,2018,101412,120155.0,12.7,17.0,6275,6.6,Hatchback,Luxo,008208-2,1,2020
Audi,A4 Attraction 2.0 TFSI 190cv S tronic,2022,30411,158961.0,12.9,14.3,5377,6.9,Hatchback,Luxo,008208-2,3,2017
Audi,A4 Avant Lim. Ed. 2.0 TFSI S tronic,2018,107480,153306.0,11.6,15.0,6449,7.7,Hatchback,Luxo,008226-0,6,2021
Audi,A4 Avant Lim. Ed. 2.0 TFSI S tronic,2022,35493,212225.0,11.3,14.5,6912,7.1,Hatchback,Luxo,008226-0,12,2018
Audi,A4 Avant Prest. Plus 2.0 TFSI S-tronic,2019,73260,193241.0,13.7,15.2,7417,7.0,Hatchback,Luxo,008246-5,5,2021
Audi,A4 Avant Prest. Plus 2.0 TFSI S-tronic,2022,28630,206725.0,11.9,16.2,5218,7.7,Hatchback,Luxo,008246-5,8,2020
Audi,A4 Launch Edition 2.0 TFSI 190cv S troni,2017,113720,117791.0,13.6,15.6,6429,6.0,Hatchback,Luxo,008207-4,11,2020
Audi,A4 Launch Edition 2.0 TFSI 190cv S troni,2022,32942,187248.0,14.0,15.5,6921,7.1,Hatchback,Luxo,008207-4,3,2017
Audi,A4 Limited Edition 2.0 TFSI S tronic,2018,95330,144534.0,13.7,14.1,7654,6.8,Hatchback,Luxo,008222-8,10,2020
Audi,A4 Limited Edition 2.0 TFSI S tronic,2022,27361,208540.0,13.1,15.6,6278,6.2,Hatchback,Luxo,008222-8,8,2019
Audi,A4 Perfor. Black 2.0 TFSI Quat. S tronic,2022,26788,366817.0,11.3,16.6,7546,6.5,Hatchback,Luxo,008264-3,2,2022
Audi,A4 Prestige 2.0 TFSI 190cv S-tronic,2022,27921,291981.0,11.2,16.8,7150,6.1,Hatchback,Luxo,008247-3,5,2022
Audi,A4 Prestige Plus 2.0 TFSI 190cv S tronic,2022,28520,282652.0,12.4,15.6,5416,6.3,Hatchback,Luxo,008245-7,8,2021
Audi,A4 S Line 2.0  TFSI 204cv S Tonic,2022,31276,329790.0,11.0,15.3,5830,7.5,Hatchback,Luxo,008281-3,6,2022
Audi,A5 3.2 FSI 24V 269cv Multitronic,2009,230568,98278.0,11.3,15.2,7857,6.9,Hatchback,Luxo,008131-0,10,2015
Audi,A5 3.2 FSI 24V 269cv Multitronic,2022,26140,257781.0,13.2,16.9,6271,6.9,Hatchback,Luxo,008131-0,12,2009
Audi,A5 3.2 FSI V6 24V 269cv Quattro Tiptroni,2011,227780,87458.0,12.6,14.5,7899,7.9,Hatchback,Luxo,008139-6,1,2020
Audi,A5 3.2 FSI V6 24V 269cv Quattro Tiptroni,2022,30953,264716.0,13.1,16.7,7010,6.6,Hatchback,Luxo,008139-6,3,2012
Audi,A5 Ambiente Sportb. 2.0 TFSI S tonic,2018,88928,187103.0,13.7,14.6,7814,7.2,Hatchback,Luxo,008215-5,6,2021
Audi,A5 Ambiente Sportb. 2.0 TFSI S tonic,2022,29399,204110.0,13.0,16.9,5743,7.8,Hatchback,Luxo,008215-5,10,2019
Audi,A5 Ambit. Plus Sport. 2.0 TFSI S tronic,2018,74742,200277.0,12.4,15.1,5796,6.6,Hatchback,Luxo,008216-3,12,2020
Audi,A5 Ambit. Plus Sport. 2.0 TFSI S tronic,2022,35099,270410.0,13.6,14.5,5147,7.5,Hatchback,Luxo,008216-3,4,2019
Audi,A5 Ambit. Sport. 2.0 TFSI S tronic,2018,87833,175415.0,13.0,14.6,7534,7.2,Hatchback,Luxo,008217-1,2,2021
Audi,A5 Ambit. Sport. 2.0 TFSI S tronic,2022,31261,240563.0,12.8,15.4,5390,6.3,Hatchback,Luxo,008217-1,3,2018
Audi,A5 Attraction Sportb. 2.0 TFSI S tronic,2018,91806,161111.0,12.5,14.8,7705,6.0,Hatchback,Luxo,008214-7,8,2021
Audi,A5 Attraction Sportb. 2.0 TFSI S tronic,2022,35157,192011.0,13.7,15.9,6629,7.2,Hatchback,Luxo,008214-7,4,2018
Audi,A5 Cabriolet 2.0 TFSI Quattro Stronic,2016,119543,194337.0,11.5,14.1,5321,6.3,Hatchback,Luxo,008165-5,9,2017
Audi,A5 Cabriolet 2.0 TFSI Quattro Stronic,2022,26465,265210.0,13.9,16.4,6191,7.9,Hatchback,Luxo,008165-5,8,2016
Audi,A5 Coupê 2.0 TFSI Quattro Stronic,2016,138888,159805.0,11.1,15.6,6524,7.5,Hatchback,Luxo,008164-7,6,2020
Audi,A5 Coupê 2.0 TFSI Quattro Stronic,2022,29233,204120.0,12.3,14.9,6938,7.9,Hatchback,Luxo,008164-7,6,2013
Audi,A5 Sportb. 2.0 16V TFSI Quat. S-tronic,2016,143963,184280.0,12.9,16.3,7433,6.7,Hatchback,Luxo,008169-8,1,2018
Audi,A5 Sportb. 2.0 16V TFSI Quat. S-tronic,2022,35573,199530.0,13.8,15.3,6219,7.4,Hatchback,Luxo,008169-8,11,2013
Audi,A5 Sportb. Perf. 2.0 TFSI Quat. S-tronic,2019,77312,254938.0,12.2,16.9,6016,6.7,Hatchback,Luxo,008230-9,11,2021
Audi,A5 Sportb. Perf. 2.0 TFSI Quat. S-tronic,2022,35443,255304.0,12.3,14.0,5365,6.2,Hatchback,Luxo,008230-9,8,2019
Audi,A5 Sportb. Prestige 2.0 16V TFSI S-troni,2019,74093,213817.0,12.6,13.9,7854,7.1,Hatchback,Luxo,008232-5,1,2022
Audi,A5 Sportb. Prestige 2.0 16V TFSI S-troni,2022,30400,189490.0,11.7,14.2,7941,7.4,Hatchback,Luxo,008232-5,3,2020
Audi,A5 Sportb.Perf.B. 2.0 TFSI Quat. S-troni,2022,30253,387034.0,13.5,16.2,5209,6.1,Hatchback,Luxo,008229-5,8,2022
Audi,A5 Sportb.Prestige Plus 2.0 TFSI S-tronc,2022,26166,284895.0,11.5,15.5,6885,7.7,Hatchback,Luxo,008231-7,4,2021
Audi,A5 Sportback 1.8 TFSI 170cv Multi.,2017,84580,108985.0,13.3,16.6,6935,6.2,Hatchback,Luxo,008197-3,4,2021
Audi,A5 Sportback 1.8 TFSI 170cv Multi.,2022,35293,160124.0,12.2,14.3,7910,6.2,Hatchback,Luxo,008197-3,9,2017
Audi,A5 Sportback 2.0 16V TFSI 180cv Multi.,2014,127922,88340.0,11.3,16.0,5321,6.7,Hatchback,Luxo,008161-2,6,2021
Audi,A5 Sportback 2.0 16V TFSI 180cv Multi.,2022,33802,155135.0,11.9,15.9,6538,6.6,Hatchback,Luxo,008161-2,1,2014
Audi,A5 Sportback 2.0 16V TFSI 211cv Multi.,2011,210376,68438.0,11.1,16.4,7695,6.6,Hatchback,Luxo,008145-0,7,2020
Audi,A5 Sportback 2.0 16V TFSI 211cv Multi.,2022,32959,193521.0,11.0,16.9,7351,7.9,Hatchback,Luxo,008145-0,1,2012
Audi,A5 Sportback S-Line 2.0 TFSI S-tronic,2019,60954,250385.0,12.7,14.0,5628,7.0,Hatchback,Luxo,008249-0,2,2022
Audi,A5 Sportback S-Line 2.0 TFSI S-tronic,2022,30851,244958.0,13.0,14.4,7800,6.8,Hatchback,Luxo,008249-0,9,2019
Audi,A6 2.0 TFSI 252cv S tronic 4p,2018,83062,232363.0,11.7,14.1,6843,6.8,Hatchback,Luxo,008200-7,9,2021
Audi,A6 2.0 TFSI 252cv S tronic 4p,2022,35109,243120.0,12.8,16.4,5518,7.7,Hatchback,Luxo,008200-7,1,2017
Audi,A6 2.4 30V Mec,2001,406331,24884.0,12.5,15.0,6807,7.8,Hatchback,Luxo,008024-1,12,2018
Audi,A6 2.4 30V Tip./Multitronic,2003,277402,62587.0,13.7,16.4,6549,6.5,Hatchback,Luxo,008025-0,9,2012
Audi,A6 2.4 Avant 30V Mec.,2001,314110,70511.0,12.4,14.4,7271,7.5,Hatchback,Luxo,008051-9,11,2008
Audi,A6 2.4 Avant 30V Tip./ Multitronic,2003,357098,58710.0,11.9,16.3,7180,6.8,Hatchback,Luxo,008052-7,1,2012
Audi,A6 2.4 Avant V6 30V Quattro Mec.,2001,384724,39423.0,13.5,16.0,7479,6.5,Hatchback,Luxo,008091-8,2,2015
Audi,A6 2.4 Avant V6 30V Quattro Tiptronic,2001,347871,35434.0,11.8,13.7,5308,6.6,Hatchback,Luxo,008092-6,10,2018
Audi,A6 2.4 V6 30V Quattro Mec,2001,407804,72154.0,11.5,16.6,5166,7.7,Hatchback,Luxo,008089-6,9,2008
Audi,A6 2.4 V6 30V Quattro Tiptronic,2001,367075,34226.0,11.2,15.0,7022,7.9,Hatchback,Luxo,008090-0,6,2017
Audi,A6 2.7 30V Avant Tiptronic,2001,369334,50828.0,13.5,14.9,6832,7.7,Hatchback,Luxo,008059-4,7,2017
Audi,A6 2.7 30V Mec.,2000,323709,52334.0,12.8,16.6,7468,6.4,Hatchback,Luxo,008058-6,1,2011
Audi,A6 2.7 Avant Quattro Tiptronic,2001,383955,82240.0,11.7,15.9,7216,7.8,Hatchback,Luxo,008068-3,5,2009
Audi,A6 2.7 Avant Quattro Tiptronic,2002,338915,69439.0,12.7,15.1,5255,7.3,Hatchback,Luxo,008068-3,8,2013
Audi,A6 2.7 Quattro Tiptronic,2004,254885,47211.0,13.5,14.9,5214,7.6,Hatchback,Luxo,008067-5,6,2018
Audi,A6 2.8,1997,394446,17911.0,12.4,16.2,7374,8.0,Hatchback,Luxo,008012-8,12,2015
Audi,A6 2.8 30V Mec.,2001,328279,35444.0,11.1,13.6,7448,6.0,Hatchback,Luxo,008026-8,6,2014
Audi,A6 2.8 30V Tiptronic,2001,351901,28033.0,11.2,14.7,5968,6.6,Hatchback,Luxo,008027-6,7,2019
Audi,A6 2.8 Avant,1997,407957,18097.0,11.9,15.6,6657,6.5,Hatchback,Luxo,008013-6,7,2016
Audi,A6 2.8 Avant 30V Mec.,2001,352974,36882.0,11.2,15.5,7228,6.7,Hatchback,Luxo,008053-5,2,2015
Audi,A6 2.8 Avant 30V Tiptronic,2001,306334,33796.0,13.4,13.8,5934,7.3,Hatchback,Luxo,008054-3,12,2018
Audi,A6 2.8 Avant V6 30V Quattro Mec.,2001,383325,46927.0,13.0,15.8,7086,7.8,Hatchback,Luxo,008095-0,8,2012
Audi,A6 2.8 Avant V6 30V Quattro Tiptronic,2001,391865,45217.0,11.6,17.0,7544,6.4,Hatchback,Luxo,008096-9,1,2016
Audi,A6 2.8 V6 30V Quattro Mec.,2001,373774,31484.0,13.4,16.8,6522,7.6,Hatchback,Luxo,008093-4,11,2019
Audi,A6 2.8 V6 30V Quattro Tiptronic,2001,399608,44296.0,13.9,13.6,5908,7.4,Hatchback,Luxo,008094-2,5,2011
Audi,A6 3.0 Avant V6 30V 218cv Multitronic 5p,2007,209873,113989.0,13.0,15.0,7030,6.4,Hatchback,Luxo,008105-1,11,2013
Audi,A6 3.0 Avant V6 30V 218cv Multitronic 5p,2022,25732,281455.0,13.5,15.8,7362,7.0,Hatchback,Luxo,008105-1,9,2008
Audi,A6 3.0 Avant. TB FSI V6 Quattro Tip. 5p,2012,154456,131654.0,11.9,16.2,5183,7.3,Hatchback,Luxo,008150-7,7,2020
Audi,A6 3.0 Avant. TB FSI V6 Quattro Tip. 5p,2022,24100,294500.0,11.4,13.7,5233,7.4,Hatchback,Luxo,008150-7,5,2011
Audi,A6 3.0 Avant.TFSI V6 Quattro S tronic 5p,2014,159784,223326.0,11.0,14.7,7343,7.7,Hatchback,Luxo,008179-5,8,2017
Audi,A6 3.0 Avant.TFSI V6 Quattro S tronic 5p,2022,24095,312665.0,13.6,16.9,7583,7.6,Hatchback,Luxo,008179-5,1,2015
Audi,A6 3.0 TB FSI V6 Quattro Tiptronic,2012,149635,157545.0,13.1,15.8,6032,7.9,Hatchback,Luxo,008136-1,7,2017
Audi,A6 3.0 TB FSI V6 Quattro Tiptronic,2022,30578,281533.0,11.3,16.2,5648,6.9,Hatchback,Luxo,008136-1,12,2011
Audi,A6 3.0 TFSI V6 Quattro S tronic 4p,2018,98498,249537.0,13.8,16.2,5117,6.5,Hatchback,Luxo,008178-7,1,2022
Audi,A6 3.0 TFSI V6 Quattro S tronic 4p,2022,28378,295650.0,11.0,14.0,6846,6.9,Hatchback,Luxo,008178-7,6,2013
Audi,A6 3.0 V6 30V 218cv Multitronic 4p,2006,259209,65666.0,13.3,14.6,5896,6.9,Hatchback,Luxo,008103-5,11,2015
Audi,A6 3.0 V6 30V 218cv Multitronic 4p,2022,28148,261773.0,13.2,15.9,6921,7.0,Hatchback,Luxo,008103-5,3,2008
Audi,A6 3.2 FSI 24V 255cv Multitronic,2008,281701,99679.0,13.0,14.7,6338,6.2,Hatchback,Luxo,008128-0,5,2015
Audi,A6 3.2 FSI 24V 255cv Multitronic,2022,35554,281554.0,13.4,16.0,5899,7.0,Hatchback,Luxo,008128-0,9,2009
Audi,A6 4.2 Avant Quattro Tiptronic,2006,322233,75782.0,11.6,15.9,5231,6.6,Hatchback,Luxo,008061-6,11,2020
Audi,A6 4.2 Avant Quattro Tiptronic,2022,28131,358554.0,12.1,15.8,7729,7.0,Hatchback,Luxo,008061-6,6,2008
Audi,A6 4.2 Quattro Tiptronic,2008,238745,169371.0,11.6,14.9,7410,6.4,Hatchback,Luxo,008060-8,12,2013
Audi,A6 4.2 Quattro Tiptronic,2022,31733,348333.0,12.1,14.4,7889,6.1,Hatchback,Luxo,008060-8,6,2009
Audi,A6 Allroad 3.0 TFSI V6 Quattro S tronic,2017,108954,327590.0,11.6,14.8,5712,7.3,Hatchback,Luxo,008180-9,1,2019
Audi,A6 Allroad 3.0 TFSI V6 Quattro S tronic,2022,35956,337400.0,12.9,15.3,7805,6.9,Hatchback,Luxo,008180-9,10,2014
Audi,A6 Perf. Black 3.0 TFSI Quattro S-tronic,2022,29756,566242.0,11.0,16.3,6942,6.4,Hatchback,Luxo,008266-0,6,2022
Audi,A6 Performance 3.0 TFSI Quattro S.tronic,2020,57617,377699.0,12.3,15.1,7297,7.4,Hatchback,Luxo,008253-8,6,2022
Audi,A6 Performance 3.0 TFSI Quattro S.tronic,2022,32852,440133.0,12.5,15.6,7165,7.3,Hatchback,Luxo,008253-8,2,2020
Audi,A6 Prestige Plus 2.0 TFSI Quattro S-tro.,2022,28324,406781.0,11.6,16.1,6376,6.6,Hatchback,Luxo,008269-4,7,2021
Audi,A7 SP.b. Perf. Bla. 3.0 TFSI Quat. S-tro,2022,34532,617893.0,11.2,14.7,7601,6.5,Hatchback,Luxo,008268-6,6,2022
Audi,A7 Sportback 2.0 TFSI S Tronic,2016,101895,193626.0,11.3,16.8,7236,7.4,Hatchback,Luxo,008206-6,7,2021
Audi,A7 Sportback 2.0 TFSI S Tronic,2022,24587,320000.0,11.6,14.2,5989,7.3,Hatchback,Luxo,008206-6,2,2018
Audi,A7 Sportback 3.0 TFSI Quattro S Tronic,2018,102991,313684.0,12.2,14.5,7066,8.0,Hatchback,Luxo,008154-0,7,2020
Audi,A7 Sportback 3.0 TFSI Quattro S Tronic,2022,31071,437533.0,12.5,15.8,7057,6.7,Hatchback,Luxo,008154-0,2,2019
Audi,A7 Sportback Perf. 3.0 TFSI S-tron Quat.,2020,66928,494472.0,13.8,14.5,6443,6.2,Hatchback,Luxo,008254-6,7,2022
Audi,A7 Sportback Perf. 3.0 TFSI S-tron Quat.,2022,26414,480204.0,13.0,14.0,6278,6.1,Hatchback,Luxo,008254-6,2,2021
Audi,A8 3.0 TFSI 310cv Quattro Tiptronic 4p,2016,123148,316667.0,12.2,15.2,7478,7.3,Hatchback,Luxo,008199-0,8,2020
Audi,A8 3.0 TFSI 310cv Quattro Tiptronic 4p,2022,35898,522176.0,11.8,15.2,7906,6.6,Hatchback,Luxo,008199-0,5,2017
Audi,A8 4.0 TFSI Quattro Tiptronic,2013,185372,482210.0,11.7,14.2,5596,7.0,Hatchback,Luxo,008187-6,12,2014
Audi,A8 4.0 TFSI Quattro Tiptronic,2017,100098,506320.0,11.8,16.4,5415,7.5,Hatchback,Luxo,008187-6,9,2021
Audi,A8 4.0 TFSI Quattro Tiptronic,2022,29859,559003.0,11.5,15.4,5324,7.0,Hatchback,Luxo,008187-6,12,2015
Audi,A8 4.2 Quattro Tiptronic,2008,249571,340767.0,12.8,15.0,6420,7.7,Hatchback,Luxo,008062-4,2,2010
Audi,A8 4.2 Quattro Tiptronic,2013,162238,264986.0,13.0,14.4,5736,6.4,Hatchback,Luxo,008062-4,3,2021
Audi,A8 4.2 Quattro Tiptronic,2022,27564,501656.0,11.4,13.9,5208,7.8,Hatchback,Luxo,008062-4,6,2011
Audi,A8 4.2 V8 32V Tiptronic,2000,386790,53235.0,13.8,16.9,6801,7.3,Hatchback,Luxo,008014-4,6,2022
Audi,A8 6.0 W12 48V 450cv Quattro Tiptronic,2006,247737,346950.0,11.7,16.0,5207,7.0,Hatchback,Luxo,008115-9,3,2012
Audi,A8 6.0 W12 48V 450cv Quattro Tiptronic,2022,30671,653496.0,13.3,16.0,6710,7.4,Hatchback,Luxo,008115-9,4,2008
Audi,A8 6.3 W12 48V Quattro Tiptronic,2017,94194,725754.0,12.4,15.5,7660,6.2,Hatchback,Luxo,008156-6,1,2019
Audi,A8 6.3 W12 48V Quattro Tiptronic,2022,27704,632975.0,12.7,16.8,7226,7.9,Hatchback,Luxo,008156-6,6,2014
Audi,Allroad 2.7 30V Quattro Turbo Tiptronic,2005,229531,52839.0,13.9,16.0,6868,6.7,Hatchback,Luxo,008079-9,1,2018
Audi,Avant RS2,1995,506445,67596.0,11.6,15.0,7597,7.1,Hatchback,Luxo,008015-2,4,2019
Audi,E-TRON Performa. Black Aut. (Elétrico),2022,35004,538015.0,13.1,14.7,7289,7.4,Hatchback,Luxo,008258-9,6,2020
Audi,E-TRON Performace Aut. (Elétrico),2022,29081,590861.0,11.7,15.8,6403,6.4,Hatchback,Luxo,008257-0,12,2021
Audi,E-TRON S Sportback Quat. Aut. (Elétrico),2022,33716,817338.0,13.8,15.6,7316,6.6,Hatchback,Luxo,008273-2,8,2022
Audi,E-TRON Sportb. Perf.Black Aut.(Elétrico),2022,34597,577602.0,12.8,15.0,6962,7.8,Hatchback,Luxo,008260-0,4,2021
Audi,E-TRON Sportback Perf. Aut. (Elétrico),2022,24801,651994.0,13.7,16.5,6349,6.8,Hatchback,Luxo,008259-7,8,2022
Audi,Q3 1.4 TFSI/TFSI Flex S-tronic 5p,2019,73633,137521.0,11.4,14.7,6584,7.2,Hatchback,Luxo,008201-5,8,2020
Audi,Q3 1.4 TFSI/TFSI Flex S-tronic 5p,2022,28435,139672.0,13.1,15.8,7501,7.6,Hatchback,Luxo,008201-5,7,2015
Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2018,83331,173748.0,13.7,15.1,6350,7.8,Hatchback,Luxo,008159-0,5,2022
Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2022,24775,141750.0,12.4,16.3,6043,6.9,Hatchback,Luxo,008159-0,9,2014
Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2018,90468,180377.0,11.8,13.9,6441,7.0,Hatchback,Luxo,008160-4,11,2021
Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2022,24306,177845.0,11.0,16.0,6566,7.5,Hatchback,Luxo,008160-4,6,2013
Audi,Q3 Black Ed. 1.4 TFSI Flex/Black S-tron.,2022,28328,241798.0,12.7,13.6,5153,6.8,Hatchback,Luxo,008225-2,11,2020
Audi,Q3 Black S Line 1.4 TFSI S-tronic,2021,41488,274729.0,13.5,14.0,7176,7.7,Hatchback,Luxo,008267-8,8,2022
Audi,Q3 Black S Line 1.4 TFSI S-tronic,2022,30487,284546.0,11.9,15.2,7215,7.9,Hatchback,Luxo,008267-8,9,2021
Audi,Q3 P. Plus 1.4 TFSI Flex/P.Plus S-tronic,2022,34879,162659.0,13.8,14.5,7998,7.2,Hatchback,Luxo,008228-7,12,2019
Audi,Q3 Perf. Black 2.0 TFSI Tiptr. Quattro,2022,35613,321557.0,13.5,16.0,6079,7.6,Hatchback,Luxo,008280-5,5,2022
Audi,Q3 Performance 2.0 TFSI Tiptr. Quattro,2022,29381,294120.0,13.2,14.2,7313,7.1,Hatchback,Luxo,008284-8,8,2022
Audi,Q3 Prest. 1.4 TFSI Flex/Prest. S-tronic,2022,28729,151348.0,12.7,13.6,7690,7.6,Hatchback,Luxo,008227-9,11,2019
Audi,Q3 SPB Perf. Black 2.0 TFSI Tipt. Quat.,2022,26762,349512.0,13.7,15.9,6572,7.2,Hatchback,Luxo,008283-0,7,2022
Audi,Q3 SPB Performance 2.0 TFSI Tipt. Quatt.,2022,31600,322740.0,13.4,16.0,5518,7.3,Hatchback,Luxo,008282-1,6,2022
Audi,Q5 2.0 16V TFSI 225cv Quattro Tiptronic,2017,99726,185283.0,11.3,16.1,5477,7.0,Hatchback,Luxo,008186-8,11,2021
Audi,Q5 2.0 16V TFSI 225cv Quattro Tiptronic,2022,32781,230883.0,12.4,16.7,5925,6.9,Hatchback,Luxo,008186-8,7,2015
Audi,Q5 2.0 16V TFSI Quattro S Tronic,2013,158500,97569.0,12.8,16.2,7789,6.5,Hatchback,Luxo,008134-5,3,2020
